preliminary_decision,review__confidence,review_evaluation,review__id,review__orientation,review__text,sentiment,sentiment_class
accept,3.0,1.0,1.0,0.0,"The authors present an approach to solve resource-constrained project scheduling (RCPSP) problems through an artificial bee colony (ABC) algorithm. The idea seems relevant to the problem faced. However, it is important to make the following improvements to the document: - Clearly establish that the application of ABC in RCPSP is something that has not been done before. If not, add a comparative analysis of the proposed solution compared to other similar ones. - The link http://www.om-db.wi.tum.de/psplib/datasm.html is broken. Replace with a link that is not. - In the tables it is not clear what Makespan is. Is the duration of the schedule ""canonical"" for that problem? Is the duration of the theoretical schedule optimal? Is the schedule length of the best algorithm for this problem? Is the duration obtained by the ABC-RCPSP algorithm? Explain this precisely - It would be advisable to have a brief quantitative description of the performance of the algorithm in terms of time vs problem size.","{'neg': 0.112, 'neu': 0.788, 'pos': 0.1, 'compound': -0.4843}",Negative
,3.0,2.0,2.0,1.0,The work presented to Infonor - Chile meets the following expectations: 1. It carries out an accurate bibliographic discussion 2. It incorporates a hybrid novel search algorithm 3. The results obtained with scheduling with restrictions using the algorithm (limited resources) show encouraging results.,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.6908}",Positive
reject,3.0,-2.0,1.0,-1.0,"The work presents the proposal for a quality model for Internet banking software. The work has several weaknesses: - The objective of the work is not clearly specified, and is described differently in several sections. - The research methodology is not clear. --> The constituent elements of the proposal (Dromey, ISO 25010, MOSCA...). The motivation for why they were selected is not described. Nor is the bias that this selection may have on the model described. --> The use of a Research/Action methodology is described, but the phenomenon that has been studied to consolidate the model is not described. --> The theoretical framework sections also appear to be biased, and do not describe the sources that led to the selection of references. Other minor comments: - The translation of the abstract into English should be revised. - The quality bibliographic software comes out of textbooks and can be updated. - The scope for quality taxes is both introduced as part of the methodological framework and presented as conclusions. It can't be both. By directing the research towards owasp, the construct is oriented towards security attributes, therefore the conclusion: ""In the same sense, it is established that the quality of an Internet Banking system must consider security as a mandatory point, in addition to functionality ""It is a result of the design of your research, and cannot be extracted from the work. - Reference 6 and 11 are the same.","{'neg': 0.032, 'neu': 0.924, 'pos': 0.044, 'compound': 0.4361}",Positive
,3.0,-1.0,2.0,0.0,"The article takes a tour of definitions of quality, software quality and quality models. Some models are discussed first in a preliminary section and others after theoretical analysis, I suggest re-organizing the presentation of concepts. In my opinion, the concepts of quality model and conceptual model are not equivalent, although they are discussed together in the introduction. In the second section, several models are presented, but the relationships between them and the criteria for taking them into account in this line of research are not clearly established. There are multiple proposals for software quality models and specific models for the web. On the other hand, the OWASP guidelines are relevant to web application security, they are not a quality model. I suggest presenting the theoretical analysis (which includes basic definitions of quality) before the description and justification of the models considered. On the other hand, specific quality concepts/attributes/models could be added in the context of banking systems. In my opinion, dedicating so much space to defining the concept of electronic banking, internet banking, and then mobile banking, is not necessary given the current state of the art and public knowledge of these concepts. I suggest focusing on the research objectives of this particular work. The descriptions of the DESMET methodological framework and the action research methodology are very brief. It is necessary to first establish the objectives of the research. The conceptual models obtained are the main result of the work. More legible notations should be used (I also suggest putting extended information as an annex to the article or on the website). It should also be explained how these models were validated, so that they are reliable if they are used to define ontologies or used in subsequent work.","{'neg': 0.01, 'neu': 0.943, 'pos': 0.047, 'compound': 0.9035}",Positive
accept,4.0,1.0,1.0,0.0,"The authors propose the analysis of the data through the CRISP-DM methodology, but it is not used in the development. The authors make use of the WEKA tool and the algorithms that said tool has implemented. Perhaps it would be better to think of an own algorithm for this type of data to be analyzed, or some mechanism where the expert does not have to mark the shapes of the swirls in the images to be processed.","{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.5927}",Positive
,4.0,0.0,2.0,-1.0,"The article presents the development of a pattern recognition case study to identify ocean eddies through satellite images. The article is well written and structured. Its presentation follows a logical sequence of development. Regarding the state of the art, methods for detecting ""eddies"" are mentioned. Except in the case of neural networks, quantitative results obtained with each method are not mentioned. For this reason, it is not possible to establish a comparison of the performance obtained versus other methods referenced in the state of the art. The understanding and exploration part of the data is weak.","{'neg': 0.03, 'neu': 0.929, 'pos': 0.041, 'compound': 0.0258}",Neutral
reject,4.0,-2.0,1.0,-2.0,"The article reflects on the current state and possible projections of formal methods in software development. Although the idea of ​​carrying out such a reflection has interesting potential, the article falls short in two key aspects: 1. There are many assertions made in the document that do not have bibliographic citations to support them, nor do they emerge from a logical deduction from from previous premises. This significantly detracts from the validity of the arguments presented. 2. All the assertions presented in the document that, as interpreted, the authors want to present as their own, are in fact widely known problems in the area of ​​formal methods. In summary, the article does not provide assertions with sufficient evidence or a solid line of argument, nor does it provide original assertions. For these reasons I consider that the article is not suitable for publication.","{'neg': 0.053, 'neu': 0.876, 'pos': 0.071, 'compound': 0.1779}",Positive
,4.0,0.0,2.0,-1.0,"According to the call, Infonor-Chile accepts reports of research work on topics of interest in computing and information technologies and their applications; The article presents a reflection, from the author's point of view (in some cases supported by bibliographic citations), on the challenges of Formal Methods in the field of Software Engineering, however it does not offer contributions supported by any type of validation. , rather than the author's opinion on the opportunities and challenges of said area; Even the literature review does not offer evidence of having used a formal process (e.g. systematic review) to support the proposed reflection. It seems to me that as a ""dissemination"" work it is very interesting, but as a ""research"" report it is limited.","{'neg': 0.019, 'neu': 0.86, 'pos': 0.121, 'compound': 0.7612}",Positive
reject,5.0,-2.0,1.0,-1.0,"It is recommended to improve writing aspects such as: - Correct and be careful with the writing of the abstract in English. - Figure 1 is illegible and is partially covered by a table. - The justification needs to be rewritten, the purpose of the work is not clear. - Table 1 is cut, it should be on a single page. - Between table 2 and table 3 the text is not justified. - Figure 3, 4 and 5 are cut. Background problems: - The domain theories are very extensive and do not contribute to the problems proposed by the work. - The application has serious usability problems, including the contrast between the text and the background of the application. It is recommended to study a little http://a11yproject.com/ - The technology used for the development of the application is not described, but apparently it is HTML. For this type of applications, development should be native. - An evaluation of its use by users was expected. - The conclusions do not make express reference to the construction and results obtained when using the application.","{'neg': 0.077, 'neu': 0.888, 'pos': 0.036, 'compound': -0.6087}",Negative
,4.0,-1.0,2.0,-1.0,"The article mainly presents a mobile application and there is little research - Indicates that it is a ""thesis"" work - Summary in Spanish and keywords are missing - Figures should not be in colors (depending on format) - Give a more appropriate name to the Table 2. - Put emphasis on ""meant"", ""loss"" - Adjust the text to the margins - Legends such as ""Figure 6"" appear without blank space","{'neg': 0.035, 'neu': 0.965, 'pos': 0.0, 'compound': -0.296}",Negative
reject,5.0,-2.0,1.0,-2.0,"The following shape problems arise: - Figure 1: the text in the figure is not legible and is also deformed. - Figure 2: does not represent the problem exposed in the work, and is not referenced. - Spelling: "".. from the use of NFC technology .."", should be: "".. from the use of NFC technology .."". - There are missing points. - Spelling: "".. applications in relation to use .."" should be: "".. applications in relation to .."" - Table 1: Incorrect title and table cut off at the end. - Font size change after table 1 - Table 2: Deformed text. - Throughout the text there are no references to the statements: ""it is very difficult to intervene in NFC communication."" - The stages of the transaction process must be listed. - The tables are incorrectly numbered. - The pages are not numbered. - The description of indicators (section 7) does not contribute to the proposed work. Background problems: - It does not present a formal solution to payment via NFC technology, even though it is the central point of the work. - The graphical interfaces presented are not defined in accordance with the graphic standards for mobile applications. - The conclusions do not shed light on the problems raised. The work developed is not clear about the problem raised, it should include a more detailed analysis of technologies already implemented: UberTaxi, etc.","{'neg': 0.166, 'neu': 0.815, 'pos': 0.019, 'compound': -0.9873}",Negative
,4.0,0.0,2.0,-2.0,"The document reflects that the work team has a certain mastery of the technology necessary to achieve the stated objectives, however it is not well written, it lacks support in previous work, and the application is not well described. It is also recommended to take care of the writing, specify the ideas and take care of the structure of the document. An in-depth review is also recommended, seeking synthesis and delving into the details of the software proposal they describe, and it is also recommended to apply a methodology, describe it and describe the validation of the described tool (generate, for example, test cases and describe the validation). .","{'neg': 0.031, 'neu': 0.827, 'pos': 0.142, 'compound': 0.8995}",Positive
reject,5.0,-1.0,1.0,-1.0,"The work shows the work developed for the construction of a Web application oriented to a mobile interface (tablet). The description of the work developed is not detailed and leaves many doubts about its implementation. Background problems found: - The RUP and BPM methodology is described, however, the reason for this and the contribution associated with the work are not detailed beyond the 2 figures shown. - The use of GPS for pet registration/tracking is mentioned, but no technical details of the proposed solution are provided. This casts doubt on the proposal made. - The analysis of the quality of the human-computer interface is not carried out, at least it should include a usability survey. - The use of the PHP language and MySQL as a database is mentioned, however, no details of the implementation used (Patterns, SQL, ORM, etc.) are given. - Does not show evidence of the implementation of the application: class diagram, database diagram, contracts, patterns used (DAO, Active Record, etc.). Form problems identified in the work: - The screenshots are not clear and waste a lot of space when using the interface of a tablet as a frame. - Figure 7 is superimposed on text, which is illegible. - Figure 11 refers to the Google Maps application and the association with the application is not clear.","{'neg': 0.096, 'neu': 0.861, 'pos': 0.043, 'compound': -0.8721}",Negative
,4.0,-1.0,2.0,-1.0,"The work presents a possible solution to a real problem, the proposal of the veterinary SOS is interesting. The work presents important elements to take into account for the development of a mobile application, although in some parts of the text it is presented as a web development. At work he promises the development of the application. The article shows how greater profitability and better organizational management could be obtained in a Veterinary SOS, but there is no clear contribution that is evident in the implementation of a system of this type. Figure 2 Process Diagram Level 0 of the Application needs to be improved, it is blurry. Figure 3 presents the description of the solution but the information should be accompanied by information that explains the process in detail. It is necessary to identify the way to store and manage the data. Will the information be stored in a database? in XML files?..... a short description of the system architecture is needed. The quality of figures 4 to 12 is not good, the texts are blurry. The article should focus on the contribution and results of the application of these types of developments. Many technologies and development techniques are mentioned but it is not evident in the development of veterinary SOS.","{'neg': 0.05, 'neu': 0.846, 'pos': 0.104, 'compound': 0.8705}",Positive
reject,4.0,-2.0,1.0,-2.0,"The article presents the development of a mobile application, it does not include any element of research associated with said development. It simply focuses on the application of the RUP process for development. The texts or articles used for definitions or assertions made, for example, about RUP are not referenced ""....it is focused on ""diagrams of use cases, and risk management and management of the architecture"" as such "" If it is in circles, I assume it is a verbatim copy of some part that is not indicated. An in-depth analysis of the solution strategy is not presented. What is the logic behind the mobile application? Some problems are observed in the writing in the text, for example, ""...its objective is to ensure the production of high and higher quality software...."" The structure of the article has some deficiencies Figure 1 does not provide information to the work done, not necessary. Figure 2 is not clearly visible; it is also taken from Larman's UML book and the reference does not appear in the text. The conclusions of the work are extremely basic","{'neg': 0.038, 'neu': 0.921, 'pos': 0.041, 'compound': 0.1134}",Positive
,4.0,1.0,2.0,-1.0,"It is a good application that uses the development resources available for mobile technologies. The value it has is its clear presentation and explanation of the tools it uses up to this point. It is still in the development phase, because it presents services that are already quite exploited, for example, it could assist the user in searching for optimal routes to reach the parking lot or other feasible ones where there are already tools that can be used to provide other services. What is new apparently is the use in mobile technology for both IOS and Android operating systems. You must correct the following: Page 1 summary Use paper to describe the work. Does not define mnemonics, example, GPS. Page 1 introduction Does not reference figure 1 and does not explain it Page 1 and 2 Previous works Does not analyze specialized literature and make a comparative table of the applications.. this should be part of a comparative analysis of its application with existing ones.. Page 2 Outside of the reference format, in Ingeniare it is not allowed to confer with et al., or its equivalent and others Page 3 Without reference Figures 3 and 4 are not referenced in the text either Page 4 and 5 Figures without references Figures 5, 6 and 7 are not referenced either","{'neg': 0.015, 'neu': 0.93, 'pos': 0.054, 'compound': 0.7357}",Positive
reject,4.0,-2.0,1.0,0.0,"Article comments. In form: • Problems with the use of initial capital letters. • Disagreement? Disagreement would be better • Spelling problems. Accents are missing in some words (for example: implantará), and excess in others (criteria). This type of error does not have much presentation considering that word processors have a spell checker. • Articles in Spanish must always be written in the third person. • Problems with the referencing system. Background: • Figures 1 and 2 do not contribute to the understanding of the problem and the solution. Please insert only figures that allow a better understanding of the need. • The order of presenting information is confusing. First, the theory and previous work section should be addressed to have the necessary background and thus understand why the construction of a new application is necessary. • In the introduction, the last paragraph should always explain the structure of the article. This is missing so that the reader has an overview of the paper. • In the domain theory section they mention the definition of CRM, but apparently what they offer as a solution is not an application of this type. This creates confusion in reading. Likewise, it seems that they are mixing the definitions with the section where they compare other applications, or which does not favor the understanding of the article. • When indicating the compared applications, it is not very clear what criteria were used for their selection. What was reviewed in terms of specialized literature? • The quality of Figure 3 is not suitable for publication. • Figure 4 and its explanatory label are in different positions. This figure also has quality problems. • The way of showing the proposed solution is very confusing. It is worth reorganizing the entire section to first explain the process proposed in the development and then the results obtained. • Taking into account the objective of the article, a section of the indicator model of the extension used steals space from more important aspects to be discussed, such as the usefulness of the application being mobile and having data such as the seller's location. • The title of the work does not match the content. There was no emphasis on the mobile component, which was apparently the greatest benefit of the application. • The statistics section does not connect to the rest of the content, nor are explanatory legends used to achieve this connection.","{'neg': 0.094, 'neu': 0.824, 'pos': 0.082, 'compound': -0.2284}",Negative
,4.0,-2.0,2.0,-1.0,"The article deals with a simple task of developing an application to generate management indicators for a company and does not present any contribution from a scientific point of view. It has problems adjusting to the requested format and has many spelling, punctuation and writing errors. The title is not in accordance with its content, it does not describe anything about the mobile platform. The bibliography is very vague, in some cases simple web addresses, and it does not follow the format.","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.6997}",Negative
reject,4.0,-2.0,1.0,0.0,"ABSTRACT: This work presents/offers a mobile Web application that allows, through Geo-Location of the device, to create a crime map in the city of Lima, Peru. GENERAL EVALUATION: The document does not follow the structure of a scientific article and it does not seem to follow the INFONOR format either. Furthermore, the work presented seems more like an engineering work than a scientific one. Although this mobile Web application could be interesting, it should be mentioned that it does not offer any URL where to (com)try the presented application. Section 2 should discuss related work and some concepts, but in the middle of this section, part of the proposal is described. Furthermore, the work defines what crime is in almost one column using extensive quotes (“…”). The discussion section of experiments and results does not describe experiments or results (the latter are described but not discussed), it only shows some facets/screens of the application. Furthermore, it justifies the use of Android through a very long quote (“…”). MINOR DETAILS: - The abstract in English could be improved, starting by eliminating the first word of the paper. The abstract could be written in Spanish. - The format of the document does not follow the INFONOR standard, especially with the margins, - In some parts of the document, you can see the word “thesis” and not article. In other parts of the text, the word “presentation” can be seen. - Figure 1 contributes almost nothing to the document. - After each title, you can see “:” which is not necessary. - Section 2 excessively uses quotes “…” - Section 2.2 talks about types of crime, but in the subheadings of this section it says “Analysis” - The title of section 2.3 clashes with the text of the column the left - Table 2, which mentions the applications, is not evaluated.","{'neg': 0.038, 'neu': 0.931, 'pos': 0.031, 'compound': -0.649}",Negative
,4.0,-2.0,2.0,-1.0,"The article presents the development of a mobile application to make complaints, notify of a criminal act and create a map of the crime itself. The article requires better writing and improving its technical structure as a research article. For example, it does not present the summary in Spanish. Being a software application, its contribution to research is limited. I suggest applying for a business applications track or workshop.","{'neg': 0.155, 'neu': 0.74, 'pos': 0.105, 'compound': -0.5719}",Negative
accept,3.0,2.0,1.0,1.0,"The article presents a proposal for Repairing Inconsistencies in Data Warehouses using restrictions that make semantic sense. Priority and safe constraints are proposed, in addition to using heuristics previously defined in ""Repairing dimensions hierarchies under inconsistent reclassification"" for computing r-repairs. The examples used to explain the proposal are clear. The article is well written.","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.765}",Positive
,4.0,-1.0,2.0,-1.0,"It is a difficult job to catalog, it presents a theme usually associated with deductive databases (repair), where there must be rules or integrity restrictions that have been violated, adapted to the theme of inconsistency produced by new facts in a DW that do not fit correctly to its dimensions. This is normally dealt with in this area through the use of Slowly Changing Dimensions (SCD), something that strangely is not mentioned in the article. Even so, and assuming that the problem really exists and has applicability, it is presented very superficially, and finally ends in an informal proposal that is not rigorously described as an algorithm itself. It seems to me that it is a proposal that is still in a very initial state and whose problems cannot convince me as such.","{'neg': 0.124, 'neu': 0.849, 'pos': 0.028, 'compound': -0.9091}",Negative
accept,4.0,2.0,1.0,1.0,"Review the wording of the document, in several places it says ""based on"" it should be ""based on"" It is necessary to reference the source of figures 1 and 2. On page 8 the subtitle should be complete ""Intelligent Agents"" on it page 8 check on will consider On page 10 they indicate that fuzzy logic is an approach based on ""degrees of truth"" it is really on ""degrees of membership"" In the conclusion (4) ... and International... The work is interesting , I consider that the information on the first 3 pages could have been condensed more, perhaps using a table summarizing all the considerations in the searches.","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.7906}",Positive
,3.0,2.0,2.0,1.0,"The authors made an exhaustive study on publication related to application of IA algorithms to Supply Chain regarding SCORM level affected, last years tendencies, future forecast of their use.  I would highly recommend:  1. use of color for better graphics understanding 2. mention names of authors or books, to not begin with references.  I miss a comparison table of efficiency, advantages, disadvantages and uses for all AI algorithms used.","{'neg': 0.097, 'neu': 0.762, 'pos': 0.141, 'compound': 0.6478}",Positive
accept,2.0,1.0,1.0,0.0,"The article presents an approach using Genetic Algorithms (GA) to solve light diffusion equations in turbid media. It is indicated that one of the main advantages of GA over traditional methods is the elimination of noise from the resulting images. However, it is not very clear why this is due, nor is it evident that a quantitative method was used to determine the absence of noise. It is imperative that the authors resolve this issue to give the article sufficient strength.","{'neg': 0.027, 'neu': 0.857, 'pos': 0.115, 'compound': 0.7717}",Positive
,3.0,0.0,2.0,1.0,"The article shows a study of the application of Genetic Algorithms to solve a system of equations in optical images for tumor detection and monitoring of oncological treatments. The work is well written and has a high level of technical detail. However, it does not explicitly show what its main contributions are. In this sense, it would be convenient to expand the Introduction Section to provide the reader with a detail of the main contributions of the work and also include in this section (or in a Related Work or State of the Art section) a greater detail of other previous works that are related to the authors' proposal. In the scope of application of Genetic Algorithms for solving systems of equations, this work does not present a new contribution, since there are several previous works aimed at this type of solution. Regarding image analysis and pattern recognition, there are previous works that already use Genetic Algorithms for this type of proposals, such as Dourdan, 2015. It would be convenient to have had a comparison with other Machine Learning methods that have been widely applied to the recognition of patterns. images such as k-means or PCA. Minors: - In figure 10 the Solution AG series is not well displayed due to the number of points graphed. - Last paragraph of Conclusions. ""... the advantage of working with heuristics such as genetic algorithms..."" should be ""... the advantage of working with heuristics such as genetic algorithms..."". - Last paragraph of Conclusions. ""... it is feasible that the AG of a good approximation..."" I think the wording should be changed, it is not understood on the first reading. -- References. The references to Pattern Recognition works date back to 1997, I believe there are more up-to-date references and there are a greater number of works where various machine learning techniques are applied for pattern recognition, from supervised to unsupervised methods.","{'neg': 0.008, 'neu': 0.899, 'pos': 0.093, 'compound': 0.9648}",Positive
accept,3.0,0.0,1.0,0.0,"This article describes the simulation results of the protein folding problem based on an amino acid sequence. In general, the article presents several writing and spelling problems (e.g., second paragraph, lines 4 and 8 of the summary). Also, very long paragraphs are usually used that make it difficult to follow the idea of ​​what is stated (e.g., second introductory paragraph, artificial neural networks section). Some figures (e.g., 1, 3, 4,...) require higher resolution. Despite being a well-explored problem, the review of the state of the art and related works is limited. The results are presented through images of the molecular structure. It is convenient to present performance measures and a description in abstract formal notation of the algorithm used.","{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.8885}",Negative
,4.0,2.0,2.0,0.0,"Conclusions: ""...change the paradigm of the current development of applications focused on this area, the question to be asked should no longer be: How will protein folding be carried out?, but rather how can the way of applying the rules be improved?"" of Meckler...."" THE CONCLUSIONS ARE NOT CLEAR. THERE IS A LOT OF WORK IN THE FUTURE. FOR EXAMPLE: ""...the question remains open about how the simulation can be improved in such a way that the amino acid sequence..."" SHOULD WRITE THE CONCLUSIONS BASED ON THE EXPERIMENTAL RESULTS AND THE THEORY USED.","{'neg': 0.053, 'neu': 0.883, 'pos': 0.064, 'compound': 0.2779}",Positive
reject,4.0,-1.0,1.0,0.0,"The work presents an evaluation of three videoconferencing software systems, the evaluation is carried out taking as reference some existing quality models. Although the work is of interest to the community, it requires further improvements. It is recommended to improve the following aspects: -To avoid possible biases in the evaluation, it is recommended to use several evaluators, not just one. -The reason for choosing the three evaluated systems is not clearly justified, as there are more on the market. -The writing style needs to be improved, for example, inconsistencies are observed in the use of references, both numerical and name formats are used (page 7). Table 2 can be placed as an appendix; references are not usually included in the summaries.","{'neg': 0.051, 'neu': 0.837, 'pos': 0.112, 'compound': 0.8011}",Positive
,4.0,0.0,2.0,0.0,"The article presents a proposal for a model to evaluate the quality of open source-based video conferencing software products. Although it is true that the topic is of interest and the proposal has elements of interest, the article presents some opportunities for improvement that should be addressed before its acceptance. Content: - The ""Background"" section provides very little information to be a section as such. It is recommended to briefly explain the theoretical support provided by the base research used. - On several occasions it is mentioned that metrics were also defined, but at no time is any reference given as to where they can be seen in detail if the reader is interested. Furthermore, on page 5 it is indicated that there are 73 metrics, then on page. 7 are said to be 72 and in the conclusions only 68 are highlighted. - I suggest that the section ""Algorithm to apply the Quality Model..."" be supported by some diagram to represent algorithms, for example, a flow diagram or activities, since the text is somewhat confusing and does not allow the proposed algorithm to be easily understood. - It is not clear how the values ​​in Table 4 were determined. - It is not clear how the model was applied, how are the percentages in Table 5 calculated? - Tables 2 and 3 are very extensive which causes the reader to lose a bit of the analyzed context. I suggest separating them into different tables (separate table 2 by category and table 3 by characteristics) Format: - In the ""Methodology"" section it says ""...the object is defined...."" I think it should say ""... the objective is defined..."" - The name in figure 1 has an error. It says ""Quality"" instead of ""Quality"" - The abstract in English does not incorporate everything it says in its Spanish version (nothing about the metrics is indicated) - The bibliographic reference format indicates that it is numbered according to the order of appearance , and in the article it starts with reference 6, then from 6 it jumps to 13. - There are articles mentioned in the references section that are never referenced in the text of the article. - On page 7 there is an error in the format of the references, it must be numbered format, and here it appears ""(Basili et. al., 2001)
","{'neg': 0.058, 'neu': 0.862, 'pos': 0.079, 'compound': 0.6472}",Positive
reject,3.0,-2.0,1.0,0.0,"The work carries out a review of the types of open data in Chile. Although it is a work that must have taken considerable time, I do not see a direct contribution to the lines of research of the congress. On the other hand, the future work indicated in the conclusion on developing a tool that allows the visualization of active transparency data is interesting and will surely be a contribution, especially in the current contingency of the country.","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.8885}",Positive
,3.0,1.0,2.0,1.0,"Open data in Chile This work generally analyzes a topic that has acquired real relevance in governments worldwide, open data. The problem addressed by the article is adequately supported by the needs that exist to provide data to evaluate transparency and public interest. An applied investigation is carried out on the main government web platforms in Chile. The objective is declared by the author and establishes that the state of open data in Chile is presented and a diagnosis is made of the main sites and tools provided by the state to improve transparency and enhance citizen participation. The bibliographic review is relevant to the topic but quite general. The model used to measure the quality of data on the web is chosen without justification through an analysis that establishes its efficiency in comparison to other models. The review carried out on the concept of open data is minimal and is not present in the review carried out as this topic has been addressed in different countries and the results they have obtained. The authors should further elaborate on the concept of open data at the government level for transparency and public interest and better support this division in the literature. The methodological aspect of the work focuses on using the 5-star model and describing a general classification that is made based on this model. Although this methodological approach is appropriate and is clearly associated with the topic, it does not present propositions to be evaluated (research questions or hypotheses to be tested). The diagnosis is basic and general based on four variables that allow each platform to be classified. The author should also establish a categorization of what the study subjects are (the Chilean government is mentioned but there are only four platforms out of the total platforms owned by the government). In this sense, it should refer to transversal central service platforms (since it does not analyze local governments at any time). This work is based on the use of a diagnostic model already validated in the literature; however, its application is limited and in my opinion it does not allow generalize to the government as a whole. The contribution of the work is important since it presents relevant information in the process of arriving at what open government is. However, the generalization of their results is questionable since it is limited to four variables and four websites.","{'neg': 0.022, 'neu': 0.899, 'pos': 0.079, 'compound': 0.9709}",Positive
accept,3.0,1.0,1.0,0.0,"Check the wording of the document, in several places it says ""based on"" it should be ""based on"" Typographical error in figure 3 On page 4 before the subtitle ""Motion model"" it says about the measurement model, I think it refers to the measurement model I consider it convenient to highlight the advantages of the proposed model, since it is not attractive, they indicate a difference with respect to the reference between 7 and 5 cm, this is a considerable deviation. It also indicates among the disadvantages that it is not acceptable to work in real applications. If not, then what is it useful for?","{'neg': 0.089, 'neu': 0.812, 'pos': 0.099, 'compound': 0.2805}",Positive
,3.0,1.0,2.0,0.0,"This work gives expected results and creates a structure for further research. I would suggest in addition of compass the use of radio waves for improving localization (WiFi for indoor and GPS for outdoor). In addition, there are some low cost platforms in the market that can be used and study, as for example Ardupilot or other similar systems. I was unable to see clearly enough, in the paper, the use of the camera; algorithms, environment settings, etc.; used for following robot. In Figure 7, it seems that camera trajectory is worse than that calculated with odometry, perhaps due to orientation error, but in my opinion it is not very clear during reading. Finally, I would suggest think if is it there some possible feedback of EKF results to odometry in order to reduce its error.","{'neg': 0.086, 'neu': 0.877, 'pos': 0.037, 'compound': -0.7783}",Negative
accept,4.0,2.0,1.0,1.0,"This is an interesting article, present develop of a mobile robot use as beach cleaner.  I have 2 comments about the design, I think will be interesting define what is the dimension of collector and storage compartment for know what is the capacity of this cleaner.  In page 2 in the first paragraph a typo mistake was found.","{'neg': 0.041, 'neu': 0.808, 'pos': 0.151, 'compound': 0.6597}",Positive
,4.0,2.0,2.0,1.0,"The field of use of the application is very good and necessary, so it contributes to robotics. In the use of vision, it is necessary to incorporate more current computer vision technologies than object detection by optical flow; perhaps in this case it is more feasible to use two-view technology with successive images. Its content is quite clear. The following should be improved: Page 1 Summary and title: Although it is in English, the summary and title need to be written in Spanish or Portuguese Page 2 Does not present related works, Although it presents references, it does not present related works Page 3 No It faithfully indicates how it detects plastic bottles or obstacles. Instead of placing the popular Lena, it would be more interesting to place how it detects plastic bottles or other objects with the edge detector it uses. Page 3 The reference [10] There are more current optical flow works than the one indicated Page 6 In Results The degree of effectiveness of object collection needs to be measured, measures in this regard should be presented. At what speed does the cleaner work? More work is needed on this item. Page 6 Structural robustness achieved It does not present data that allows this to be confirmed. Page 7 Idem paragraph 2 They do not present the effectiveness of computer vision technology or how it contributes to obstacle avoidance, detection and collection. That is, it is understood that what is presented can be achieved, but it does not present data to conclude that.
","{'neg': 0.027, 'neu': 0.899, 'pos': 0.074, 'compound': 0.8068}",Positive
accept,5.0,2.0,1.0,1.0,"In form: • It is recommended to change the word “cadastres” in the title • Spelling problems. Example: agile (first paragraph of the introduction), English (inclusion and exclusion criteria section) • It is always recommended to write in the third person for texts in Spanish. • Pages 6 and 8 of the article are blank. Background: • The article is clear in its structure and easy to read. • The process followed for systematic mapping is initially shown and then the results of executing each step are shown in an orderly manner. • It is recommended to change figure 2 to Spanish, in cases where it is possible. • An interesting and relevant topic for the scientific and business community is addressed, and the scope achieved is in line with the type of products requested for the INFONOR event.","{'neg': 0.035, 'neu': 0.866, 'pos': 0.098, 'compound': 0.7717}",Positive
,5.0,2.0,2.0,1.0,"The document presents a study of the status of the techniques and methods that the research corpus offers for the treatment of requirements in agile environments. The theme is totally current and I agree with the authors that there is little done yet and it is a field of exploitation. There are, however, two comments that I would like to convey to the reviewers. The first is that it is not clear because they have not done a more formal systematic review of the literature. The justification they offer does not seem convincing to me. On the other hand, I would like them to have developed future work a little more. After a good job, it is not clear to me what they have learned to put into practice in their future research.","{'neg': 0.048, 'neu': 0.851, 'pos': 0.101, 'compound': 0.8048}",Positive
accept,4.0,1.0,1.0,0.0,"In this work, an exploratory proposal is made on a profile for the adaptation of software requirements elicitation techniques. The work is an extension of a previous work. It is recommended to improve some aspects of this manuscript, such as: -Describe in more detail the previous work on which this writing is based and mention the differences and new content. -Consistency between the terms requirements and requirements, on page. 3 the term requirements is used. -As far as possible, maintain terms in Spanish. -Add accent on ""solo"" as long as it refers to ""only"". -Correct ""Lo"" to ""Los"" at the end of the page. 4, after ref. 15., add accent to ""comparara"", on the same page, correct ""four"" at the end of the page. 6. -Correct text alignment in first paragraphs of both columns on page. 10, the first paragraph of the second column should be in the first column.","{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.5719}",Positive
